date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:02:55	127541/127541	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:23%20GMT	http://davtonia.com/blackcoin/2016/01/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/2016/01/index.html	(from http://davtonia.com/blackcoin/portfolio-item-category/people/)
01:02:55	1737/1737	---M--	200	added ('OK')	image/gif	etag:%227cb2f07ccd55d11:0%22	http://davtonia.com/blackcoin/wp-content/plugins/gallery-voting/loading.gif	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/plugins/gallery-voting/loading.gif	(from http://davtonia.com/blackcoin/zh/weekly-wallpapers/)
01:02:55	124618/124618	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:23%20GMT	http://davtonia.com/blackcoin/category/uncategorized/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/category/uncategorized/index.html	(from http://davtonia.com/blackcoin/portfolio-item-category/people/)
01:02:57	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2008:02:24%20GMT	http://davtonia.com/blackcoin/?p=2662	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index035d.html	(from http://davtonia.com/blackcoin/zh/weekly-wallpapers2/)
01:02:57	171/171	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2008:02:24%20GMT	http://davtonia.com/blackcoin/?p=2493	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index3919.html	(from http://davtonia.com/blackcoin/zh/weekly-wallpapers/)
01:02:57	759/759	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/weekly-wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/weekly-wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/zh/weekly-wallpapers/)
01:02:57	743/743	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/weekly-wallpapers2/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/weekly-wallpapers2/feed/index.html	(from http://davtonia.com/blackcoin/zh/weekly-wallpapers2/)
01:02:58	6048/6048	---M-Z	200	added ('OK')	text/css	etag:%221b26ddd727dad01:0%22	http://davtonia.com/blackcoin/wp-includes/css/buttons.min.css?ver=4.3.3	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-includes/css/buttons.minb523.css	(from http://davtonia.com/blackcoin/wp-login.php)
01:02:58	132833/132833	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:26%20GMT	http://davtonia.com/blackcoin/zh/2016/01/20/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/2016/01/20/index.html	(from http://davtonia.com/blackcoin/zh/2016/01/)
01:03:00	46120/46120	---M-Z	200	added ('OK')	text/css	etag:%224d4ae4d727dad01:0%22	http://davtonia.com/blackcoin/wp-includes/css/dashicons.min.css?ver=4.3.3	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-includes/css/dashicons.minb523.css	(from http://davtonia.com/blackcoin/wp-login.php)
01:03:00	132522/132522	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:27%20GMT	http://davtonia.com/blackcoin/zh/2016/01/23/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/2016/01/23/index.html	(from http://davtonia.com/blackcoin/zh/2016/01/)
01:03:01	24200/24200	---M-Z	200	added ('OK')	text/css	etag:%2267d07df9aff0d01:0%22	http://davtonia.com/blackcoin/wp-admin/css/login.min.css?ver=4.3.3	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-admin/css/login.minb523.css	(from http://davtonia.com/blackcoin/wp-login.php)
01:03:02	95977/95977	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c97194d827dad01:0%22	http://davtonia.com/blackcoin/wp-includes/js/jquery/jquery.js?ver=1.11.3	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-includes/js/jquery/jqueryc1d8.js	(from http://davtonia.com/blackcoin/wp-login.php)
01:03:03	7200/7200	---M-Z	200	added ('OK')	application/x-javascript	etag:%22021c3f2f387ce1:0%22	http://davtonia.com/blackcoin/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://davtonia.com/blackcoin/wp-login.php)
01:03:03	14718/14718	---M--	200	added ('OK')	application/rss+xml	etag:%2291d8f9fa0beef77d52a0537eebe85b93%22	http://davtonia.com/blackcoin/zh/category/uncategorized/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/category/uncategorized/feed/index.html	(from http://davtonia.com/blackcoin/zh/category/uncategorized/)
01:03:04	2760/2760	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:32%20GMT	http://davtonia.com/blackcoin/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-loginc2b6.html	(from http://davtonia.com/blackcoin/wp-login.php)
01:03:04	769/769	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/feed/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:05	129219/129219	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:33%20GMT	http://davtonia.com/blackcoin/portfolio-item/demo-roman-forum/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/demo-roman-forum/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:06	131323/131323	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:34%20GMT	http://davtonia.com/blackcoin/portfolio-item-category/nevada/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item-category/nevada/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:06	151482/151482	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:35%20GMT	http://davtonia.com/blackcoin/portfolio-item-category/travel/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item-category/travel/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:07	131318/131318	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:35%20GMT	http://davtonia.com/blackcoin/portfolio-item-tag/mountain/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item-tag/mountain/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:08	151482/151482	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:36%20GMT	http://davtonia.com/blackcoin/portfolio-item-tag/outdoors/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item-tag/outdoors/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:08	131310/131310	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:37%20GMT	http://davtonia.com/blackcoin/portfolio-item-tag/sky/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item-tag/sky/index.html	(from http://davtonia.com/blackcoin/portfolio-item/demo-sierra-farm/)
01:03:09	768/768	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:09	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2008:02:37%20GMT	http://davtonia.com/blackcoin/?p=24	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index2cf9.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:11	137303/137303	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:38%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-keyhole-arch/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-keyhole-arch/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:11	136858/136858	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:39%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/italy/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/italy/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:12	152058/152058	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:40%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-tag/historic/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-tag/historic/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:13	137123/137123	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:41%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-bridge-to-gucci/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-bridge-to-gucci/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/nevada/)
01:03:14	141805/141805	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:42%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-tag/landmark/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-tag/landmark/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/demo-roman-forum/)
01:03:15	157379/157379	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:43%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/california/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/california/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:16	137698/137698	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:44%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-big-sur-milky-way/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-big-sur-milky-way/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:17	137256/137256	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:45%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-beach-town/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-beach-town/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:18	147000/147000	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:46%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/florida/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/florida/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:20	137358/137358	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:47%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-monterrey-blue/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-monterrey-blue/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:21	137218/137218	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:48%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-skyline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-skyline/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:22	137415/137415	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:50%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-red-miami-sunset/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-red-miami-sunset/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:23	137372/137372	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:50%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-san-francisco-bay-bridge/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-san-francisco-bay-bridge/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:24	137279/137279	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:51%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-south-beach/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-south-beach/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:25	147634/147634	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:52%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/page/2/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/travel/page/2/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/travel/)
01:03:26	137574/137574	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:53%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-make-it-count/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-make-it-count/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-tag/mountain/)
01:03:27	142108/142108	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:54%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/creative/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/creative/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-tag/mountain/)
01:03:28	136920/136920	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:56%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/world/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/world/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-tag/mountain/)
01:03:29	137379/137379	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:57%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-tag/outdoors/page/2/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-tag/outdoors/page/2/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item-tag/outdoors/)
01:03:30	757/757	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/weekly-wallpapers2/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/weekly-wallpapers2/feed/index.html	(from http://davtonia.com/blackcoin/ru/weekly-wallpapers2/)
01:03:30	777/777	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/weekly-hq-wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/weekly-hq-wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/weekly-hq-wallpapers/)
01:03:30	773/773	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/weekly-wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/weekly-wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/ru/weekly-wallpapers/)
01:03:32	132829/132829	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:02:59%20GMT	http://davtonia.com/blackcoin/ru/2016/01/20/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/2016/01/20/index.html	(from http://davtonia.com/blackcoin/ru/2016/01/)
01:03:32	132509/132509	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:01%20GMT	http://davtonia.com/blackcoin/ru/2016/01/23/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/2016/01/23/index.html	(from http://davtonia.com/blackcoin/ru/2016/01/)
01:03:33	782/782	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/)
01:03:34	14741/14741	---M--	200	added ('OK')	application/rss+xml	etag:%2291d8f9fa0beef77d52a0537eebe85b93%22	http://davtonia.com/blackcoin/ru/category/uncategorized/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/category/uncategorized/feed/index.html	(from http://davtonia.com/blackcoin/ru/category/uncategorized/)
01:03:35	137465/137465	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:03%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-keyhole-arch/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-keyhole-arch/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/)
01:03:35	136867/136867	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:04%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/italy/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/italy/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/)
01:03:36	157777/157777	---M--	200	added ('OK')	image/png	etag:%2224926040b9afd01:0%22	http://davtonia.com/blackcoin/wp-content/uploads/2015/06/img-1-862x575.png	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/uploads/2015/06/img-1-862x575.png	(from http://davtonia.com/blackcoin/zh/portfolio-item-category/nevada/)
01:03:36	152209/152209	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:05%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-tag/historic/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-tag/historic/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/)
01:03:37	141860/141860	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:06%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-tag/landmark/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-tag/landmark/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/demo-roman-forum/)
01:03:38	137285/137285	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:07%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-bridge-to-gucci/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-bridge-to-gucci/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/nevada/)
01:03:39	137860/137860	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:08%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-big-sur-milky-way/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-big-sur-milky-way/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:40	157578/157578	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:09%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/california/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/california/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:41	137418/137418	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:10%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-beach-town/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-beach-town/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:42	147103/147103	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:10%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/florida/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/florida/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:43	137520/137520	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:11%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-monterrey-blue/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-monterrey-blue/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:44	137380/137380	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:12%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-skyline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-skyline/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:45	137577/137577	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:13%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-red-miami-sunset/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-red-miami-sunset/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:46	137534/137534	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:14%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-san-francisco-bay-bridge/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-san-francisco-bay-bridge/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:46	137441/137441	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:14%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-south-beach/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-south-beach/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:47	147738/147738	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:15%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/page/2/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/travel/page/2/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-category/travel/)
01:03:48	137736/137736	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:16%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-make-it-count/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-make-it-count/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-tag/mountain/)
01:03:50	142163/142163	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:17%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/creative/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/creative/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-tag/mountain/)
01:03:50	136929/136929	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:18%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/world/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/world/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-tag/mountain/)
01:03:51	137389/137389	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:20%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-tag/outdoors/page/2/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-tag/outdoors/page/2/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item-tag/outdoors/)
01:03:51	770/770	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/weekly-hq-wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/weekly-hq-wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/weekly-hq-wallpapers/)
01:03:52	750/750	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/weekly-wallpapers2/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/weekly-wallpapers2/feed/index.html	(from http://davtonia.com/blackcoin/es/weekly-wallpapers2/)
01:03:52	766/766	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/weekly-wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/weekly-wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/es/weekly-wallpapers/)
01:03:53	132594/132594	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2008:03:21%20GMT	http://davtonia.com/blackcoin/es/2016/01/20/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/2016/01/20/index.html	(from http://davtonia.com/blackcoin/es/2016/01/)
01:03:53	14725/14725	---M--	200	added ('OK')	application/rss+xml	etag:%2291d8f9fa0beef77d52a0537eebe85b93%22	http://davtonia.com/blackcoin/es/category/uncategorized/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/category/uncategorized/feed/index.html	(from http://davtonia.com/blackcoin/es/category/uncategorized/)
